Abstract_ID,Title,Year,Journal,Keywords.author,Abstract,Review,Eco.Quantify,Abiotic,Human,Include?
1065,Decreasing resilience of kelp beds along a latitudinal temperature gradient: potential implications for a warmer future,2010,ECOLOGY LETTERS,Climate change; comparative experimental approach; disturbance and recovery; ecological function; human impacts; linking physiology and ecology; ocean temperature; stress; threshold,"Successful mitigation of negative effects of global warming will depend on understanding the link between physiological and ecological responses of key species. We show that while metabolic adjustment may assist Australasian kelp beds to persist and maintain abundance in warmer waters, it also reduces the physiological responsiveness of kelps to perturbation, and suppresses canopy recovery from disturbances by reducing the ecological performance of kelp recruits. This provides a warning not to rely solely on inventories of distribution and abundance to evaluate ecosystem function. The erosion of resilience is mediated by a shift in adult-juvenile interactions from competitive under cool to facilitative under warm conditions, supporting the prediction that positive interactions may become increasingly important in a warmer future. Kelp beds may remain intact but with a lower threshold for where additional impacts (e.g., extreme storms or reduced water quality) will lead to persistent loss of habitat and ecological function.",NO,YES,NO,NO,yes
1648,Dynamics of ecosystem service-driven networks in the Qilian Mountains and their implications for protected area management,2025,ECOLOGICAL INDICATORS,Ecosystem service; Ecological network; Ecological conservation; Qilian Mountains,"Ecosystem services-driven ecological networks are increasingly recognized as a strategic tool for guiding ecological restoration and conservation, particularly in ecologically fragile mountainous regions. However, most existing approaches remain static, often overlooking the spatiotemporal dynamics of service-driven networks in planning and management. This study proposed a framework for how to integrate multi-ecosystem services with network theory and assess network dynamics to delineate priority zones for restoration and targeted management in the Qilian Mountains. Results showed that the soil conservation, water supply, and carbon sequestration services in the study area generally improved from 2000 to 2020, and the identified key ecological patches and corridors predominantly concentrated in the eastern region. The complexity of ecosystem service-based networks fluctuated markedly over the study period, reaching its lowest point in 2010 (e.g., total corridor length dropped to 281.62 km) before partially recovering thereafter. Certain nodes (e.g., Patches 17 and 18) consistently served as the core hubs for connectivity, while others (e.g., Patches 1, 2, 8, and 24) showed high sensitivity to external disturbances. Based on these findings, targeted management recommendations were proposed for delineating priority restoration zones and core regulation areas in the Qilian Mountains protected area. This study provides a quantitative foundation for optimizing corridor restoration priorities and improving network resilience, offering methodological insights for conservation planning in arid regions globally.",NO,YES,YES,NO,no
998,Genotype matching in a parasitoid-host genotypic food web: an approach for measuring effects of environmental change,2013,MOLECULAR ECOLOGY,climate change; food web; genetic congruence; genotype; global change; interaction network; parasitoid; predator-prey,"Food webs typically quantify interactions between species, whereas evolution operates through the success of alleles within populations of a single species. To bridge this gap, we quantify genotypic interaction networks among individuals of a single specialized parasitoid species and its obligate to cyclically parthenogenetic aphid host along a climatic gradient. As a case study for the kinds of questions genotype food webs could be used to answer, we show that genetically similar parasitoids became more likely to attack genetically similar hosts in warmer sites (i.e. there was network-wide congruence between the within-species shared allelic distance of the parasitoid and that of its host). Narrowing of host-genotype-niche breadth by parasitoids could reduce resilience of the network to changes in host genetic structure or invasion by novel host genotypes and inhibit biological control. Thus, our approach can be easily used to detect changes to sub-species-level food webs, which may have important ecological and evolutionary implications, such as promoting host-race specialization or the accelerated loss of functional diversity following extinctions of closely related genotypes.",NO,NO,NO,NO,no
1252,Partitioning Net Biodiversity Effects on Ecosystem Resistance and Resilience,2025,ECOLOGY LETTERS,community; drought; ecosystem functioning; press perturbation; recovery; species richness; species traits; stability,"Despite significant advances in recent decades, understanding how biodiversity affects the stability of ecosystems remains topical in ecology. Here we reveal new selection and complementarity effects by which biodiversity affects ecosystem stability. Biodiversity can favour ecosystem resistance by making species less sensitive to perturbations and through a selection effect by which less sensitive species are favoured by ecological assembly. Surprisingly, if ecosystem resilience can be favoured by an increase in species resilience and a selection effect that benefits resilient species, it can also be favoured by another selection effect by which changes in species resistance benefit the least resilient species. To exemplify the mechanisms at play and showcase the clarifying potential of our partitioning, we analyse a mechanistic model of grassland ecosystems subjected to drought. Our partitioning precisely explains how functional complementarity and differences in life-history strategies can allow more diverse grasslands to resist and swiftly recover from droughts.",NO,YES,NO,NO,yes
2130,Dictyostelium discoideum has a highly Q/N-rich proteome and shows an unusual resilience to protein aggregation,2015,Proceedings of the National Academy of Sciences of the United States of America,Dictyostelium discoideum; Molecular chaperones; Prion; Protein aggregation; Proteostasis,"Many protein-misfolding diseases are caused by proteins carrying prion-like domains. These proteins show sequence similarity to yeast prion proteins, which can interconvert between an intrinsically disordered and an aggregated prion state. The natural presence of prions in yeast has provided important insight into disease mechanisms and cellular proteostasis. However, little is known about prions in other organisms, and it is not yet clear whether the findings in yeast can be generalized. Using bioinformatics tools, we show that Dictyostelium discoideum has the highest content of prion-like proteins of all organisms investigated to date, suggesting that its proteome has a high overall aggregation propensity. To study mechanisms regulating these proteins, we analyze the behavior of several well-characterized prion-like proteins, such as an expanded version of human huntingtin exon 1 (Q103) and the prion domain of the yeast prion protein Sup35 (NM), in D. discoideum. We find that these proteins remain soluble and are innocuous to D. discoideum, in contrast to other organisms, where they form cytotoxic cytosolic aggregates. However, when exposed to conditions that compromise molecular chaperones, these proteins aggregate and become cytotoxic. We show that the disaggregase Hsp101, a molecular chaperone of the Hsp100 family, dissolves heat-induced aggregates and promotes thermotolerance. Furthermore, prion-like proteins accumulate in the nucleus, where they are targeted by the ubiquitin-proteasome system. Our data suggest that D. discoideum has undergone specific adaptations that increase the proteostatic capacity of this organism and allow for an efficient regulation of its prion-like proteome. © 2015, National Academy of Sciences. All rights reserved.",NO,NO,NO,NO,no
2070,The impact of rising CO2 and acclimation on the response of US forests to global warming,2019,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,acclimation; climate change; drought; forest resilience; vegetation modeling,"The response of forests to climate change depends in part on whether the photosynthetic benefit from increased atmospheric CO2 (Delta C-a = future minus historic CO2) compensates for increased physiological stresses from higher temperature (Delta T). We predicted the outcome of these competing responses by using optimization theory and a mechanistic model of tree water transport and photosynthesis. We simulated current and future productivity, stress, and mortality in mature monospecific stands with soil, species, and climate sampled from 20 continental US locations. We modeled stands with and without acclimation to Delta C-a and Delta T, where acclimated forests adjusted leaf area, photosynthetic capacity, and stand density to maximize productivity while avoiding stress. Without acclimation, the Delta C-a-driven boost in net primary productivity (NPP) was compromised by Delta T-driven stress and mortality associated with vascular failure. With acclimation, the Delta C-a-driven boost in NPP and stand biomass (C storage) was accentuated for cooler futures but negated for warmer futures by a Delta T-driven reduction in NPP and biomass. Thus, hotter futures reduced forest biomass through either mortality or acclimation. Forest outcomes depended on whether projected climatic Delta C-a/Delta T ratios were above or below physiological thresholds that neutralized the negative impacts of warming. Critically, if forests do not acclimate, the Delta C-a/Delta T must be above ca. 89 ppm.degrees C-1 to avoid chronic stress, a threshold met by 55% of climate projections. If forests do acclimate, the Delta C-a/Delta T must rise above ca. 67 ppm.degrees C-1 for NPP and biomass to increase, a lower threshold met by 71% of projections.",NO,YES,NO,NO,yes
1052,Mutualisms in a changing world: an evolutionary perspective,2010,ECOLOGY LETTERS,Adaptation; climate change; cooperation; corals; dispersal; invasive species; pollination; rhizosphere; selection pressures; species interactions,"There is growing concern that rapid environmental degradation threatens mutualistic interactions. Because mutualisms can bind species to a common fate, mutualism breakdown has the potential to expand and accelerate effects of global change on biodiversity loss and ecosystem disruption. The current focus on the ecological dynamics of mutualism under global change has skirted fundamental evolutionary issues. Here, we develop an evolutionary perspective on mutualism breakdown to complement the ecological perspective, by focusing on three processes: (1) shifts from mutualism to antagonism, (2) switches to novel partners and (3) mutualism abandonment. We then identify the evolutionary factors that may make particular classes of mutualisms especially susceptible or resistant to breakdown and discuss how communities harbouring mutualisms may be affected by these evolutionary responses. We propose a template for evolutionary research on mutualism resilience and identify conservation approaches that may help conserve targeted mutualisms in the face of environmental change.",YES,NO,NO,NO,no
341,Tropicalization of temperate reef fish communities facilitated by urchin grazing and diversity of thermal affinities,2022,GLOBAL ECOLOGY AND BIOGEOGRAPHY,climate change; community temperature index; habitat change; kelp forest; species distribution; thermal sensitivity; urchin barren,"Aim Global declines in structurally complex habitats are reshaping both land- and seascapes in directions that affect the responses of biological communities to warming. Here, we test whether widespread loss of kelp habitats through sea urchin overgrazing systematically changes the sensitivity of fish communities to warming. Location Global temperate latitudes. Time period Modern. Major taxa studied Fishes. Methods Community shifts in thermal affinity related to habitat were assessed by simulating and comparing fish communities from 2271 surveys across 15 ecoregions. Results We found that fishes in kelp and urchin barrens differed in realized thermal affinities and range sizes, but only in regions where species pools had high variability in the thermal affinities of species. Barrens on warm temperate reefs host relatively more warm-affinity fish species than neighbouring kelp beds, highlighting the acceleration of tropicalization processes facilitated by urchin grazing. In contrast, proportionally more cool-affinity fishes colonize barrens at high temperate latitudes, contributing to community lags with ocean warming in these regions. Main conclusions Our findings implicate urchins as drivers of ecological change, in part by affecting ecological resilience to warming.",NO,NO,NO,NO,no
1666,Accelerating homogenization of the global plant-frugivore meta-network,2020,NATURE,,"A quantitative analysis of the impact of species introductions on mutualistic seed-dispersal networks indicates that introduced species are increasingly erasing natural patterns of network biodiversity. Introductions of species by humans are causing the homogenization of species composition across biogeographic barriers(1-3). The ecological and evolutionary consequences of introduced species derive from their effects on networks of species interactions(4,5), but we lack a quantitative understanding of the impacts of introduced species on ecological networks and their biogeographic patterns globally. Here we address this data gap by analysing mutualistic seed-dispersal interactions from 410 local networks, encompassing 24,455 unique pairwise interactions between 1,631 animal and 3,208 plant species. We show that species introductions reduce biogeographic compartmentalization of the global meta-network, in which nodes are species and links are interactions observed within any local network. This homogenizing effect extends across spatial scales, decreasing beta diversity among local networks and modularity within networks. The prevalence of introduced interactions is directly related to human environmental modifications and is accelerating, having increased sevenfold over the past 75 years. These dynamics alter the coevolutionary environments that mutualists experience(6), and we find that introduced species disproportionately interact with other introduced species. These processes are likely to amplify biotic homogenization in future ecosystems(7)and may reduce the resilience of ecosystems by allowing perturbations to propagate more quickly and exposing disparate ecosystems to similar drivers. Our results highlight the importance of managing the increasing homogenization of ecological complexity.",NO,NO,NO,NO,no
1739,Critical perspectives on historical collapse,2012,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,complexity; social-ecological resilience; multicausality,"Historical collapse of ancient states or civilizations has raised new awareness about its possible relevance to current issues of sustainability, in the context of global change. This Special Feature examines 12 case studies of societies under stress, of which seven suffered severe transformation. Outcomes were complex and unpredictable. Five others overcame breakdown through environmental, political, or socio-cultural resilience, which deserves as much attention as the identification of stressors. Response to environmental crises of the last millennium varied greatly according to place and time but drew from traditional knowledge to evaluate new information or experiment with increasing flexibility, even if modernization or intensification were decentralized and protracted. Longer-term diachronic experience offers insight into how societies have dealt with acute stress, a more instructive perspective for the future than is offered by apocalyptic scenarios.",YES,NO,NO,YES,no
1849,"Beech buffers: Microclimate regulation in temperate old-growth forests, surroundings and forest edge",2025,ECOLOGICAL INDICATORS,Climate crisis; Resilience; Microclimate; Temperature regulation; Water vapor pressure deficit; Ecological functionality,"Central European forests are increasingly threatened by the climate crisis. Microclimatic and hydrological selfregulation are key to forest stability, with old forests especially effective. This study analysed the microclimatic performance of old beech forests in Germany, component parts of a UNESCO World Heritage Site. Four component parts (Grumsin, Hainich, Kellerwald, and Serrahn) were monitored for about one year from May/ June 2022 using data-loggers to assess maximum temperature (Tmax) and water vapor pressure deficit (VPDmax) across core and buffer zones, forest edges, and open land. Tmax in beech forests approached 40 degrees C, while non-forests exceeded 46 degrees C. The highest VPDmax was recorded in non-forests, exceeding 7 kPa, whereas forest interiors maintained lower atmospheric dryness. Denser canopy cover near the forest edge correlated with lower Tmax, higher humidity, and reduced VPDmax. A collapsing spruce stand in Kellerwald was 4.5-6 degrees C warmer than the neighboring old-growth beech forest, showing the cooling role of intact forests. The reduction in VPDmax, a key factor in tree survival during dry periods, underscores the importance of maintaining mature forests. Dense canopy, understorey, and wide buffer zones are essential for stabilizing microclimate under climate change. Expanding and preserving old-growth forests mitigates climate-related stresses and sustains ecological functionality.",NO,NO,YES,NO,no
1808,Bacterial communities as bioindicators of climate change in freshwater ecosystems: Tank bromeliads as model systems,2025,ECOLOGICAL INDICATORS,Microbial ecology; Bacterial diversity; Climate resilience; Bacterial networks; Latitudinal gradient; Climate change; Tank bromeliads,"Climate change, characterized by rising temperatures and extreme weather events, threatens tropical freshwater ecosystems. However, despite their global relevance, research on the effects of climate change on tropical environments remains scarce. Tank bromeliads, functioning as natural microcosms, offer a valuable model for studying tropical ecosystems. These plants host complex communities, including microorganisms, which may serve as bioindicators of climate change due to their adaptability and ubiquity. This study used 16S rRNA gene sequencing to examine bacterial communities in bromeliads along a latitudinal gradient on the Brazilian coast, using a space-for-time substitution approach. The analysis of water and sediment samples from 60 bromeliads across 10 sites revealed the phyla Pseudomonadota, Acidobacteriota, and Bacillota as the predominant members. Alpha diversity metrics were positively correlated with latitude and negatively with atmospheric temperature, while dbRDA and Mantel tests identified atmospheric temperature and pH as key factors influencing bacterial communities. The study showed that deterministic processes shaped community assembly; however higher temperatures led to stochastic processes, altering bacterial composition. Network analysis revealed that rare species were key connectors in highly interconnected modules, suggesting resilience in the face of environmental changes. However, the vulnerability of these rare species to stochastic processes raises concerns about community stability under climate change. This study provides the first detailed characterization of bacterial communities and co-occurrence networks in tank bromeliads, supporting their use as model systems for monitoring the impacts of climate change on tropical freshwater ecosystems.",NO,NO,NO,NO,no
22,Indicators of ecological resilience and invasion resistance - accounting for precipitation seasonality and climate change in southwestern US drylands,2024,ECOLOGICAL INDICATORS,Climate-sensitive indicators; Climate regime; Monsoon index; Wildfire risk; Bromus tectorum; Decadal climate change,"Spatially explicit and climate sensitive information on the responses of ecosystems to global change processes is required for strategic planning and prioritization of conservation and restoration. Indicators of ecological resilience and invasion resistance (R&R) are used increasingly to understand the influence of climate on ecosystem responses to these change processes and determine effective management strategies. We developed landscape-scale indicators of R&R based on climate regimes for southwest U.S. drylands that accounted for precipitation seasonality and climate change using 1 km Daymet climate data (1980-2019). We used temperature, precipitation, and monsoon index data to construct climate sensitive and ecologically meaningful climate regimes mirroring the soil temperature and moisture regimes in the U.S. National Cooperative Soil Survey data and Ecological Site Descriptions that are widely used by managers in the western U.S. We evaluated relationships of the climate regimes and R&R indicators to the dominant ecological types, plant species, including the widespread exotic annual, cheatgrass (Bromus tectorum), plant functional groups, and annual burn probabilities. The climate regimes were associated with the dominant ecological types and plant functional groups. Particularly important was identification of a monsoon index value (0.30) to delineate areas with a summer moist (ustic) precipitation regime as indicated by the frequency of C4 vs. C3 grass species. Cover of cheatgrass, a C3 species, was highest in warm (mesic) and very warm (hypermesic) areas with a winter moist (xeric) or dry (aridic) precipitation regime and corresponded well to the resistance indicator. Annual burn probabilities were highest in areas with a winter moist precipitation regime and high precipitation (productivity) and did not correspond directly to cheatgrass cover. Changes in climate regimes from 1980 to 1999 to 2000-2019 resulted in decreases in both R&R by about 10 %. Climate-sensitive R&R indicators can be used in conservation and restoration planning to determine effective strategies and locate management activities to maximize ecological benefits and returns on investment. Recent changes in climate indicate the need to assess the direction and rate of climate change within the focal area and consider the likely effects on R&R when developing management strategies.",NO,YES,NO,NO,yes
1104,Specificity and resilience in the arbuscular mycorrhizal fungi of a natural woodland community,2007,JOURNAL OF ECOLOGY,arbuscular mycorrhizal fungi; Ajuga reptans; host range; Glomeromycota; phosphorous; SSUrDNA,"1. The composition of communities of arbuscular mycorrhizal (AM) fungi can have a large effect on the performance of their plant hosts. The role of individual fungal species in shaping this response is as yet unresolved. 2. We have used the fungicide benomyl to alter the community of AM fungi in undisturbed monoliths of soil in a natural community. Changes in the community were characterized by root colonization (%RLC), cloning, sequencing and tRFLP of a partial SSUrDNA fragment. Eleven plant species were sufficiently abundant in the monoliths to be examined. 3. In the highly mycorrhiza-dependent perennial herb Ajuga reptans, phosphate concentration was significantly reduced after benomyl treatment over a full growing season. The other plant species showed low colonization and no significant difference in phosphate concentration after benomyl treatment. 4. Although colonization in A. reptans was reduced, many mycorrhizal fungi survived in the roots. Some became more abundant following fungicide treatment, suggesting competitive release. Fungi that increased were generalists that have been identified in field samples from published studies colonizing a wide range of plant species. Those that declined were specialists with a narrow host range; five types had not been recorded previously in field samples. 5. AM fungi in this study differed greatly in their response to perturbation, independent of the identity of the host plant. If such functional diversity is widespread, then elucidating the part played by AM fungal diversity in regulating plant community structure will be key to our understanding and management of ecosystems.",NO,NO,NO,NO,no
1173,RESILIENCE OF LOTIC ECOSYSTEMS TO A LIGHT-ELIMINATION DISTURBANCE,1991,ECOLOGY,ALGAE; DISTURBANCE; HERBIVORY; NUTRIENT CYCLING; PERIPHYTON; RESILIENCE; SNAILS; STABILITY; STREAMS,"Resilience of eight laboratory stream ecosystems was evaluated following a 92-d light elimination disturbance. Prior to the disturbance, four treatments (snails/once-through flow, snails/recirculated flow, no snails/once-through flow, no snails/recirculated flow) were imposed on the streams, resulting in systems with different biomass levels, nutrient concentrations, and recycling indices. Based on results from models of ecosystem response to disturbance, we hypothesized a priori that once-through streams would recover more quickly than recirculated streams within each grazing regime and that grazed streams would recover more quickly than ungrazed streams within each flow regime. Our results indicated that once-through streams did have a higher resilience than recirculated streams when snails were absent, but not when snails were present. Indeed, most parameters recovered faster in streams without snails than those with them, irrespective of flow regime, in contrast to our prediction. Despite the faster initial recovery rates in once-through than recirculated streams without snails, final biomass levels were similar between these streams. Measurements of phosphorus recycling indices suggested that higher rates of nutrient recycling near the end of the experiment in recirculated streams compensated for the lower inputs of new nutrients in the incoming water, allowing biomass to reach levels similar to those in once-through streams. Results from this empirical work are consistent with the theory that resilience is positively associated with the rate of nutrient input to a nutrient-limited system, but are inconsistent with the idea that resilience is positively associated with the addition of a herbivore trophic level to the system. Grazing intensity (i.e., density), as well as behavioral (e.g., vagility) and life history characteristics may need to be considered in future models.",NO,YES,NO,NO,yes
1985,Disadvantaged group members are prouder of their group when using the language of the dominant group compared to their native language,2024,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,emotion; pride; bilingualism; social identity; minority,"In ethnically and linguistically diverse societies, disadvantaged groups often face pressures to acquire and speak the advantaged group's language to achieve social inclusion and economic mobility. This work investigates how using the advantaged group's language affects disadvantaged group members' in -group pride and collective self- esteem, relative to using their native language. Across six experimental studies involving Palestinian citizens of Israel (total N = 1,348), we test two competing hypotheses: Disadvantaged group members may experience greater in -group pride when using a) their native language, due to its emotional significance (the nativity hypothesis), or b) the language of the advantaged group, due to activation of habituated compensatory responses to dominance relations (the identity enhancement hypothesis). We found that respondents reported significantly higher in -group pride when responding to a Hebrew survey when compared to performing the same activity in Arabic (Studies 1a and 1b), regardless of whether the researchers administering the survey were identified as Jewish or Arab (Studies 2a and 2b). Study 3 replicated this effect while employing the bogus pipeline technique, suggesting the pride expression was authentic, not merely driven by social desirability. Finally, Study 4 (pre- registered) examined additional measures of positive regard for the in- group, finding that participants described their group more positively in an attribute selection task, and reported greater collective self- esteem, when surveyed in Hebrew, rather than in Arabic. Taken together, these findings suggest that language use influences disadvantaged group members' perceptions and feelings concerning their group when those languages are associated with relative position in an intergroup hierarchy. Significance Different languages can create different mindsets among bilingual speakers. For disadvantaged linguistic minorities, switching between their native language and the dominant language may have profound implications for self and group perceptions. Across six studies, we find that Palestinian citizens of Israel experienced higher levels of in -group pride when using the advantaged group's language (Hebrew) rather than their native language (Arabic), a finding that was obtained for multiple measures of positive perceptions of their group and employing experimental methods designed to avoid social desirability. These findings underscore the resilience of disadvantaged group members and demonstrate they can habituate an adaptive response to using the advantaged group's language, which seems to offer a compensatory source of group pride and collective self- regard.",NO,NO,NO,YES,no
57,"Distinct diversity, assembly, and co-occurrence patterns of the prokaryotic microbiome in coral ecosystems of the South China Sea",2024,ECOLOGICAL INDICATORS,Microbiome; Distinct diversity; Assembly mechanism; Coral ecosystem; Microbial indicator,"Coral reefs are among the most energetic marine ecosystems, taking a place in ecological balance. Microbes participate in the energy exchange in coral ecosystems, which may affect coral resistance and resilience. However, there is still a lack of understanding regarding the microbial structure between corals and seawater. In this study, microbial structure and interactions in coral and seawater were studied using quantitative PCR and high- throughput sequencing. We found that the abundance and diversity of microbes in corals were higher than those in seawater. Corals, as nonfluidic ecosystems, limited the dispersal of microbes, causing broader stochasticity in the ecological shaping process, whereas ecological drift and homogeneous selection were the most important assembly mechanisms in seawater. The microbial niche width was larger in the coral group than in the seawater group, indicating strong adaptability. A group of microbes (e.g., Caldilineaceae, , Burkholderiaceae, , and Nitrosopumilaceae) ) may become microbial indicators which differentiate seawater samples (e.g., SAR11 and SAR86 clades, Cryomorphaceae), ), which may be due to separated habitats and nutrition. Coral microbes may participate in nitrogen-metabolism to maintain a nitrogen limited microenvironment. Nodes linked in the coral co- occurrence network showed coexisting interactions and higher complexity based on the comparison of topological values. Collectively, significant differences in microbial fractions were demonstrated observed in terms of diversity, composition, co-occurrence patterns, assembly processes and predicted functions between coral and seawater samples, showing potential microbial interactions and providing in-depth insights into the meta- community diversity in coral reef ecosystems.",NO,NO,NO,NO,no
1954,Formation of robust bound states of interacting microwave photons,2022,NATURE,,"Systems of correlated particles appear in many fields of modern science and represent some of the most intractable computational problems in nature. The computational challenge in these systems arises when interactions become comparable to other energy scales, which makes the state of each particle depend on all other particles(1). The lack of general solutions for the three-body problem and acceptable theory for strongly correlated electrons shows that our understanding of correlated systems fades when the particle number or the interaction strength increases. One of the hallmarks of interacting systems is the formation of multiparticle bound states(2-9). Here we develop a high-fidelity parameterizable fSim gate and implement the periodic quantum circuit of the spin-1/2 XXZ model in a ring of 24 superconducting qubits. We study the propagation of these excitations and observe their bound nature for up to five photons. We devise a phase-sensitive method for constructing the few-body spectrum of the bound states and extract their pseudo-charge by introducing a synthetic flux. By introducing interactions between the ring and additional qubits, we observe an unexpected resilience of the bound states to integrability breaking. This finding goes against the idea that bound states in non-integrable systems are unstable when their energies overlap with the continuum spectrum. Our work provides experimental evidence for bound states of interacting photons and discovers their stability beyond the integrability limit.",NO,NO,YES,NO,no
1819,Assessing urban ecosystem health using emergy and set pair analysis: a comparative study of typical chinese cities,2025,ECOLOGICAL INDICATORS,Urban Ecosystem Health; Ecosystem health; Ecological-economic,"Urban ecosystem health evaluation has become increasingly critical as Chinese cities face mounting environmental pressures and resource constraints. This study proposes an integrated framework that combines the emergy-based Urban Ecosystem Health Indicator (UEHIem) with Set Pair Analysis (SPA) to provide a multidimensional and comparative assessment of city health. Using panel data from 2000 to 2020, the analysis covers twenty major cities representing eastern coastal hubs (Shanghai, Guangzhou, Qingdao, Ningbo), central growth poles (Wuhan, Zhengzhou, Changsha, Hefei), and western frontier cities (Chengdu, Chongqing, Lanzhou, Urumqi). Five dimensions-vigor, structural soundness, resilience, ecosystem service maintenance, and environmental loading-are systematically evaluated. Results indicate that coastal cities such as Shanghai, Ningbo, and Guangzhou consistently achieved higher scores due to efficient emergy flows, diversified economicecological structures, and stronger resilience to shocks. By contrast, inland cities including Lanzhou, Urumqi, and Zhengzhou exhibited persistent weaknesses, particularly in resource self-sufficiency and environmental impact. The SPA comparison highlights that resilience and ecosystem service functions have grown more decisive over time in distinguishing healthier cities, while vigor and structure remain important secondary factors. Temporal analysis further shows gradual improvement in overall ecosystem health between 2005 and 2015, followed by stagnation or decline in several inland cities after 2016, reflecting the rising costs of environmental stress. Policy insights suggest that differentiated regional strategies-enhancing emergy efficiency in central China, diversifying industrial-resource bases in the west, and reducing ecological loading in high-density coastal areas-are necessary to narrow health disparities and promote sustainable urban trajectories.",NO,NO,NO,NO,no
1270,Zooplankton community resilience after press-type anthropogenic stress in temporary ponds,2007,ECOLOGICAL APPLICATIONS,anthropogenic stress; disturbance ecology; resilience; succession; temporary ponds; zooplankton,"Temporary ponds are physically disturbed environments that fluctuate on seasonal and interannual scales. These ecosystems are also susceptible to anthropogenic perturbation such as contamination inputs. However, the interactive effects of natural disturbance and anthropogenic stress on ecosystem processes and community dynamics have hardly been assessed in these ecosystem types. We used a multiple before-after control-impact (MBACI) design to study zooplankton community recovery from low and high inputs of a. re retardant in artificially constructed ponds over three hydroperiods. The retardant caused a decline in species richness and an increase in rotifers during summer and winter months relative to controls and pretreatment dates, and the duration of these changes varied among retardant treatments. In nonmetric, multidimensional scaling analyses the increased rotifer densities were reflected in loops that showed recurring deviations from and ( upon collapse) approaches to reference conditions, while the effects of the anthropogenic stressor persisted in the ponds. The amplitudes of fluctuation followed no regular patterns; it varied with retardant treatment level and was higher in the third hydroperiod compared to the second in one of the treatments. From a temporal perspective, this non-dampened pattern suggests a new cause effect mechanism for disturbance ecology, which we refer to as a protracted press disturbance, roller coaster response'' relationship. This model emphasizes stochastic oscillations in community composition, punctuated by periods in which the community approaches reference conditions. From the applied viewpoint, this model suggests that the accurate detection of perturbation and the implementation of sound management and restoration strategies will require intensive sampling designs that span multiple hydroperiods in persistently degraded ponds.",NO,YES,NO,NO,yes
414,Environmental specialization and cryptic genetic divergence in two massive coral species from the Florida Keys Reef Tract,2021,MOLECULAR ECOLOGY,adaptation; coral reef; ecological genomics; Florida Keys; speciation,"Broadcast-spawning coral species have wide geographical ranges spanning strong environmental gradients, but it is unclear how much spatially varying selection these gradients actually impose. Strong divergent selection might present a considerable barrier for demographic exchange between disparate reef habitats. We investigated whether the cross-shelf gradient is associated with spatially varying selection in two common coral species, Montastraea cavernosa and Siderastrea siderea, in the Florida Keys. To this end, we generated a de novo genome assembly for M. cavernosa and used 2bRAD to genotype 20 juveniles and 20 adults of both species from each of the three reef zones to identify signatures of selection occurring within a single generation. Unexpectedly, each species was found to be composed of four genetically distinct lineages, with gene flow between them still ongoing but highly reduced in 13.0%-54.7% of the genome. Each species includes two sympatric lineages that are only found in the deep (20 m) habitat, while the other lineages are found almost exclusively on the shallower reefs (3-10 m). The two shallow lineages of M. cavernosa are also specialized for either nearshore or offshore: comparison between adult and juvenile cohorts indicates that cross-shelf migrants are more than twice as likely to die before reaching adulthood than local recruits. S. siderea and M. cavernosa are among the most ecologically successful species on the Florida Keys Reef Tract, and this work offers important insight into the genomic background of divergent selection and environmental specialization that may in part explain their resilience and broad environmental range.",NO,NO,NO,NO,no
1434,Toward a theory of resilience for international development applications,2014,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,sustainability; vulnerability; poverty traps; risk,"We advance a theory of resilience as it applies to the challenges of international development. The conceptualization we advance for development resilience focuses on the stochastic dynamics of individual and collective human well-being, especially on the avoidance of and escape from chronic poverty over time in the face of myriad stressors and shocks. Development resilience clearly nests within it the related but distinct idea of humanitarian resilience and thereby offers a conceptual apparatus to integrate the humanitarian and development ambitions. We discuss the implications for programming, systems integration, and measurement.",NO,NO,NO,YES,no
1350,Behavioral resilience via dynamic circuit firing homeostasis,2025,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,homeostasis; synapse; glutamatergic; locomotion; motor neuron,"Homeostatic regulation ensures stable neural circuit output under changing conditions. We find that in Drosophila larvae, either presynaptic weakening due to perturbation of transmitter release or postsynaptic weakening due to perturbation of glutamate receptors at synapses between motor neuron (MN) and muscle has little impact on locomotion, suggesting a nonsynaptic compensatory mechanism. In vivo imaging shows that five different forms of synaptic weakening increase the duration of activity bouts in type I MNs. Strikingly, this compensation is input selective: occurring only in the tonic type Ib MN, not the phasic type Is MN that innervates the same muscle. Moreover, an inhibitory class of central pre-MNs that innervates the tonic-but not phasic-input decreases in activity. The adjustment in activity occurs remarkably quickly: within minutes of synapse perturbation. We propose that MN firing is dynamically regulated by two coordinated mechanisms: a cell-autonomous adjustment of MN excitability and a circuit adjustment of inhibitory central drive. The input selectivity of this process suggests homeostatic adjustment to maintain tonic drive but hold constant the phasic drive that organizes locomotory wave patterns.",NO,NO,NO,NO,no
