Abstract_ID,Title,Year,Journal,Keywords.author,Abstract,Review,Eco.Quantify,Abiotic,Human
1588,Floating plant dominance as a stable state,2003,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,"Invasion by mats of free-floating plants is among the most important threats to the functioning and biodiversity of freshwater ecosystems ranging from temperate ponds and ditches to tropical lakes. Dark, anoxic conditions under thick floating-plant cover leave little opportunity for animal or plant life, and they can have large negative impacts on fisheries and navigation in tropical lakes. Here, we demonstrate that floating-plant dominance can be a self-stabilizing ecosystem state, which may explain its notorious persistence in many situations. Our results, based on experiments, field data, and models, represent evidence for alternative domains of attraction in ecosystems. An implication of our findings is that nutrient enrichment reduces the resilience of freshwater systems against a shift to floating-plant dominance. On the other hand, our results also suggest that a single drastic harvest of floating plants can induce a permanent shift to an alternative state dominated by rooted, submerged growth forms.",NO,YES,NO,NO
1590,"High resilience in the Yamal-Nenets social-ecological system, West Siberian Arctic, Russia",2009,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,tundra disturbance; Rangifer tarandus; reindeer nomadism; oil and gas activities; remote sensing,"Tundra ecosystems are vulnerable to hydrocarbon development, in part because small-scale, low-intensity disturbances can affect vegetation, permafrost soils, and wildlife out of proportion to their spatial extent. Scaling up to include human residents, tightly integrated arctic social-ecological systems (SESs) are believed similarly susceptible to industrial impacts and climate change. In contrast to northern Alaska and Canada, most terrestrial and aquatic components of West Siberian oil and gas fields are seasonally exploited by migratory herders, hunters, fishers, and domesticated reindeer (Rangifer tarandus L.). Despite anthropogenic fragmentation and transformation of a large proportion of the environment, recent socioeconomic upheaval, and pronounced climate warming, we find the Yamal-Nenets SES highly resilient according to a few key measures. We detail the remarkable extent to which the system has successfully reorganized in response to recent shocks and evaluate the limits of the system's capacity to respond. Our analytical approach combines quantitative methods with participant observation to understand the overall effects of rapid land use and climate change at the level of the entire Yamal system, detect thresholds crossed using surrogates, and identify potential traps. Institutional constraints and drivers were as important as the documented ecological changes. Particularly crucial to success is the unfettered movement of people and animals in space and time, which allows them to alternately avoid or exploit a wide range of natural and anthropogenic habitats. However, expansion of infrastructure, concomitant terrestrial and freshwater ecosystem degradation, climate change, and a massive influx of workers underway present a looming threat to future resilience.",NO,YES,NO,NO
1591,"Marine biodiversity, ecosystem functioning, and carbon cycles",2010,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,biodiversity; climate change; ecosystem services; carbon cycles; fisheries,"Although recent studies suggest that climate change may substantially accelerate the rate of species loss in the biosphere, only a few studies have focused on the potential consequences of a spatial reorganization of biodiversity with global warming. Here, we show a pronounced latitudinal increase in phytoplanktonic and zooplanktonic biodiversity in the extratropical North Atlantic Ocean in recent decades. We also show that this rise in biodiversity paralleled a decrease in the mean size of zooplanktonic copepods and that the reorganization of the planktonic ecosystem toward dominance by smaller organisms may influence the networks in which carbon flows, with negative effects on the downward biological carbon pump and demersal Atlantic cod (Gadus morhua). Our study suggests that, contrary to the usual interpretation of increasing biodiversity being a positive emergent property promoting the stability/resilience of ecosystems, the parallel decrease in sizes of planktonic organisms could be viewed in the North Atlantic as reducing some of the services provided by marine ecosystems to humans.",NO,NO,NO,NO
1592,Habitat degradation negatively affects auditory settlement behavior of coral reef fishes,2018,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,acoustics; climate change; coral reefs; Great Barrier Reef; settlement,"Coral reefs are increasingly degraded by climate-induced bleaching and storm damage. Reef recovery relies on recruitment of young fishes for the replenishment of functionally important taxa. Acoustic cues guide the orientation, habitat selection, and settlement of many fishes, but these processes may be impaired if degradation alters reef soundscapes. Here, we report spatiotemporally matched evidence of soundscapes altered by degradation from recordings taken before and after recent severe damage on Australia's Great Barrier Reef. Postdegradation soundscapes were an average of 15 dB re 1 mu Pa quieter and had significantly reduced acoustic complexity, richness, and rates of invertebrate snaps compared with their predegradation equivalents. We then used these matched recordings in complementary light-trap and patch-reef experiments to assess responses of wild fish larvae under natural conditions. We show that postdegradation soundscapes were 8% less attractive to presettlement larvae and resulted in 40% less settlement of juvenile fishes than predegradation soundscapes; postdegradation soundscapes were no more attractive than open-ocean sound. However, our experimental design does not allow an estimate of how much attraction and settlement to isolated postdegradation soundscapes might change compared with isolated predegradation soundscapes. Reductions in attraction and settlement were qualitatively similar across and within all trophic guilds and taxonomic groups analyzed. These patterns may lead to declines in fish populations, exacerbating degradation. Acoustic changes might therefore trigger a feedback loop that could impair reef resilience. To understand fully the recovery potential of coral reefs, we must learn to listen.",NO,YES,NO,NO
1593,Decade-long bacterial community dynamics in cystic fibrosis airways,2012,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,microbial ecology; microbiome; antibiotics,"The structure and dynamics of bacterial communities in the airways of persons with cystic fibrosis (CF) remain largely unknown. We characterized the bacterial communities in 126 sputum samples representing serial collections spanning 8-9 y from six age-matched male CF patients. Sputum DNA was analyzed by bar-coded pyrosequencing of the V3-V5 hypervariable region of the 16S rRNA gene, defining 662 operational taxonomic units (OTUs) from >633,000 sequences. Bacterial community diversity decreased significantly over time in patients with typically progressive lung disease but remained relatively stable in patients with a mild lung disease phenotype. Antibiotic use, rather than patient age or lung function, was the primary driver of decreasing diversity. Interpatient variability in community structure exceeded intrapatient variability in serial samples. Antibiotic treatment was associated with pronounced shifts in community structure, but communities showed both short-and long-term resilience after antibiotic perturbation. There was a positive correlation between OTU occurrence and relative abundance, with a small number of persistent OTUs accounting for the greatest abundance. Significant changes in community structure, diversity, or total bacterial density at the time of pulmonary exacerbation were not observed. Despite decreasing community diversity in patients with progressive disease, total bacterial density remained relatively stable over time. These findings show the critical relationship between airway bacterial community structure, disease stage, and clinical state at the time of sample collection. These features are the key parameters with which to assess the complex ecology of the CF airway.",NO,YES,NO,YES
1594,Environmental filtering of macroinvertebrate traits influences ecosystem functioning in a large river floodplain,2022,FUNCTIONAL ECOLOGY,aquatic ecology; biodiversity; DNA metabarcoding; ecosystem function; floodplain; macroinvertebrates; structural equation modelling; wetlands,"The biodiversity-ecosystem function hypothesis postulates that higher biodiversity is correlated with faster ecosystem process rates and increased ecosystem stability in fluctuating environments. Exhibiting high spatiotemporal habitat diversity, floodplains are highly productive ecosystems, supporting communities that are naturally resilient and highly diverse. We examined linkages among floodplain wetland habitats, invertebrate communities and their associated traits, and ecosystem function across 60 sites within the floodplain wetlands of the lower Wolastoq | Saint John River, New Brunswick, using structural equation modelling and Threshold Indicator Taxa ANalysis. We identified key environmental filters structuring invertebrate communities, by linking increased niche differentiation through shoreline change, flood pulse dynamics, and macrophyte bed complexity with increased taxa and functional diversity. Examination of traits linked to ecosystem functions revealed that more resilient wetlands with balance between primary productivity and decomposition as carbon sources were associated with greater functional evenness and richness, while habitat patches with elevated decomposition rates had lower functional richness, reflecting a simplified, more disturbed habitat. While our more complex overarching SEM model was ultimately compromised by an overspecified number of pathways, our results nevertheless are indicative of a divergence between wetland and riverine ecosystems in their relationships linking biodiversity and ecosystem function, illustrating how to define ecosystem health in wetland habitats, and demonstrating how critical functions support healthy wetland habitats by providing increased resilience to disturbance. Read the free Plain Language Summary for this article on the Journal blog.",NO,YES,NO,NO
1595,Cell-type-specific role for nucleus accumbens neuroligin-2 in depression and stress susceptibility,2018,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,neuroligin-2; depression; social defeat stress; dominance; medium spiny neuron,"Behavioral coping strategies are critical for active resilience to stress and depression; here we describe a role for neuroligin-2 (NLGN-2) in the nucleus accumbens (NAc). Neuroligins (NLGN) are a family of neuronal postsynaptic cell adhesion proteins that are constituents of the excitatory and inhibitory synapse. Importantly, NLGN-3 and NLGN-4 mutations are strongly implicated as candidates underlying the development of neuropsychiatric disorders with social disturbances such as autism, but the role of NLGN-2 in neuropsychiatric disease states is unclear. Here we show a reduction in NLGN-2 gene expression in the NAc of patients with major depressive disorder. Chronic social defeat stress in mice also decreases NLGN-2 selectively in dopamine D1-positive cells, but not dopamine D2-positive cells, within the NAc of stress-susceptible mice. Functional NLGN-2 knockdown produces bidirectional, cell-type-specific effects: knockdown in dopamine D1-positive cells promotes subordination and stress susceptibility, whereas knockdown in dopamine D2-positive cells mediates active defensive behavior. These findings establish a behavioral role for NAc NLGN-2 in stress and depression; provide a basis for targeted, cell-type specific therapy; and highlight the role of active behavioral coping mechanisms in stress susceptibility.",NO,NO,NO,YES
1596,Satellite-based risk assessment: Shifting from macrophyte- to phytoplankton-dominated states in lakes of Yangtze Plain,2025,ECOLOGICAL INDICATORS,Aquatic vegetation; Algal bloom; Ecological risk assessment; Landsat image; Yangtze Plain,"Catastrophic shifts from a macrophyte-dominated state to a phytoplankton-dominated state in shallow lakes have been increasingly observed. Change detection in state variables supports identification or early warnings of such shifts, which can inform restoration efforts or avert a negative transition. However, spatially explicit assessment of lake ecosystem states and shift risks remains methodologically limited. In this study, we proposed an ecological risk assessment framework through monitoring of submerged aquatic vegetation (SAV) and algal blooms (AB) based on remote sensing. We estimated ecosystem resilience on 107 lakes in the Yangtze Plain employing the assessment framework and a long-term dataset of aquatic vegetation (AV) and AB derived from Landsat imagery. The majority of lakes were identified as being at high (25.2 %) and medium (59.8 %) ecological risk of catastrophic shifts, primarily due to anthropogenic drivers (94.4 %). Notably, 33.6 % of lakes (N = 36) exhibited significant SAV decrease over three decades, with AB frequency increasing from affecting 2 lakes (Lakes Taihu and Chaohu) in 1989 to 20 lakes in 2023. Whereas natural factors contributed minimally, human activities not only drove eutrophication and water quality deterioration but also enabled targeted restoration in specific cases. Our framework provides a spatially scalable solution for lake ecological assessment, offering science-informed support for the Yangtze River's Great Protection Strategy.",NO,YES,NO,NO
1597,Fear circuit-based neurobehavioral signatures mirror resilience to chronic social stress in mouse,2023,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,mouse model; threat-safety discrimination; extinction; fear circuit; transcriptional signatures,"Consistent evidence from human data points to successful threat-safety discrimination and responsiveness to extinction of fear memories as key characteristics of resilient individuals. To promote valid cross-species approaches for the identification of resilience mechanisms, we establish a translationally informed mouse model enabling the stratification of mice into three phenotypic subgroups following chronic social defeat stress, based on their individual ability for threat-safety discrimination and conditioned learning: the Discriminating-avoiders, characterized by successful social threat-safety discrimination and extinction of social aversive memories; the Indiscriminate-avoiders, showing aversive response generalization and resistance to extinction, in line with findings on susceptible individuals; and the Non-avoiders displaying impaired aversive conditioned learning. To explore the neurobiological mechanisms underlying the stratification, we perform transcriptome analysis within three key target regions of the fear circuitry. We identify subgroup-specific differentially expressed genes and gene networks underlying the behavioral phenotypes, i.e., the individual ability to show threat-safety discrimination and respond to extinction training. Our approach provides a translationally informed template with which to characterize the behavioral, molecular, and circuit bases of resilience in mice.",NO,NO,NO,NO
1598,Herbivores in a small world: network theory highlights vulnerability in the function of herbivory on coral reefs,2014,FUNCTIONAL ECOLOGY,small-world networks; acoustic telemetry; coral reef resilience; spatial ecology; parrotfishes; roving herbivores; ecosystem function; rabbitfishes,"The application of network theory within the field of ecology has predominantly been based around the examination of species interactions (e.g. food webs). Extension of networks to spatial ecology is currently limited, yet the approach has significant potential as a framework for analysing habitat connectivity and ecosystem stability. Examination of network structures characterizing the spatial dynamics of organisms has the potential to highlight the relative robustness or vulnerability of the ecosystem processes they support. On coral reefs, grazing by large herbivorous fishes is critical in maintaining the balance between coral and algae and is widely recognized as a key process in reef ecosystem functioning. However, the spatial dynamics exhibited by roving herbivores, and the implications of these dynamics for the overall stability and resilience of herbivory on reefs are not well understood. Here, we present a novel extension of network theory to the analysis of movements of marine herbivorous fishes within a reef system. Using an array of remote acoustic receivers, over a period of 12months, we tracked the movements of fishes belonging to the three dominant species of roving herbivore within a particular coral reef community. Analysing these movements in terms of network graph theory, we found that individual fishes clustered their activities within small sections of the available linear reef habitat, and movements within and outside of these home ranges were made along predictable routes. All three species were heavily reliant on particular, well-connected parts of the reef (nodes), mirroring an 'ultra-small-world' network. This underlying dynamic creates vulnerability in the system, making targeted removal by fishing or the degradation of individual pockets of reef habitat more likely to result in a complete collapse in the overall process of herbivory at that particular area of reef. Our results highlight an inherent vulnerability in the movement dynamics of herbivorous fishes and, by extension, in the overall process of herbivory in reef ecosystems. They suggest that maintaining high herbivore abundances across all reef habitats is critical in preserving the integrity of the grazing function on reefs. The approach of using network graph theory to analyse acoustic telemetry data is illuminating and is likely to have a range of applications across diverse ecosystems.",NO,YES,NO,NO
1599,The planetary commons: A new paradigm for safeguarding Earth- regulating systems in the Anthropocene,2024,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Anthropocene; Earth system governance; global commons; international law; planetary boundaries,"The Anthropocene signifies the start of a no- analogue tra-jectory of the Earth system that is fundamentally different from the Holocene. This new trajectory is characterized by rising risks of triggering irreversible and unmanageable shifts in Earth system functioning. We urgently need a new global approach to safeguard critical Earth system regulating functions more effectively and comprehensively. The global commons framework is the closest example of an existing approach with the aim of governing biophysical systems on Earth upon which the world collectively depends. Derived during stable Holocene conditions, the global commons framework must now evolve in the light of new Anthropocene dynamics. This requires a fundamental shift from a focus only on governing shared resources beyond national jurisdiction, to one that secures critical functions of the Earth system irrespective of national boundaries. We propose a new framework-the planetary commons-which differs from the global commons frame-work by including not only globally shared geographic regions but also critical biophysical systems that regulate the resilience and state, and therefore livability, on Earth. The new planetary commons should articulate and create comprehensive stewardship obligations through Earth system governance aimed at restoring and strengthening planetary resilience and justice.",NO,NO,NA,NO
1600,Uncovering state-dependent relationships in shallow lakes using Bayesian latent variable regression,2018,ECOLOGICAL APPLICATIONS,alternative stable states; bifurcation; hysteresis; k-means; phosphorus; regime shift; resilience; turbidity,"Ecosystems sometimes undergo dramatic shifts between contrasting regimes. Shallow lakes, for instance, can transition between two alternative stable states: a clear state dominated by submerged aquatic vegetation and a turbid state dominated by phytoplankton. Theoretical models suggest that critical nutrient thresholds differentiate three lake types: highly resilient clear lakes, lakes that may switch between clear and turbid states following perturbations, and highly resilient turbid lakes. For effective and efficient management of shallow lakes and other systems, managers need tools to identify critical thresholds and state-dependent relationships between driving variables and key system features. Using shallow lakes as a model system for which alternative stable states have been demonstrated, we developed an integrated framework using Bayesian latent variable regression (BLR) to classify lake states, identify critical total phosphorus (TP) thresholds, and estimate steady state relationships between TP and chlorophyll a (chl a) using cross-sectional data. We evaluated the method using data simulated from a stochastic differential equationmodel and compared its performance to k-means clustering with regression (KMR). We also applied the framework to data comprising 130 shallow lakes. For simulated data sets, BLR had high state classification rates (median/mean accuracy >97%) and accurately estimated TP thresholds and state-dependent TP-chl a relationships. Classification and estimation improved with increasing sample size and decreasing noise levels. Compared to KMR, BLR had higher classification rates and better approximated the TP-chl a steady state relationships and TP thresholds. We fit the BLR model to three different years of empirical shallow lake data, and managers can use the estimated bifurcation diagrams to prioritize lakes for management according to their proximity to thresholds and chance of successful rehabilitation. Our model improves upon previous methods for shallow lakes because it allows classification and regression to occur simultaneously and inform one another, directly estimates TP thresholds and the uncertainty associated with thresholds and state classifications, and enables meaningful constraints to be built into models. The BLR framework is broadly applicable to other ecosystems known to exhibit alternative stable states in which regression can be used to establish relationships between driving variables and state variables.",NO,YES,NO,NO
1601,Management regime influences the recovery of subtidal kelp forests following harvesting,2025,JOURNAL OF APPLIED ECOLOGY,ecological interactions; ecological stability; ecosystem functioning; fisheries management; Humboldt Current System; overexploitation,"Physical disturbances, especially those that reduce or remove foundation species, have complex effects on ecosystem functioning. Evaluating resilience to predict these impacts requires long-term research over large temporal and spatial scales. This study investigates the recovery of the subtidal kelp (Lessonia trabeculata) to simulated kelp harvesting in areas under different fisheries management regimes (Territorial Use Rights for Fisheries (TURF) vs. Open Access (OA) sites) along the Northern-Central Chilean coast. The managed TURF sites demonstrated significantly faster recovery of adult kelp densities following harvesting, while OA sites exhibited consistently lower kelp densities and delayed recovery. However, the generality of this pattern varied across regions. Morphological traits such as holdfast diameter were larger at TURF sites, where kelp exhibited larger size. Delayed size recovery was evidenced at OA sites. Herbivore densities were higher in OA than in TURF sites, potentially contributing to differences in kelp density, size and recovery. These patterns highlight the interaction between herbivory and management efficacy. Synthesis and applications. Our findings highlight the critical role of local fisheries management in enhancing kelp recovery after harvesting. The faster recovery of kelp at most TURF sites demonstrates how spatially explicit management can buffer ecological impacts of herbivore density and promote kelp recovery. To improve outcomes, managers should prioritize the implementation and enforcement of management plans in the TURF to promote herbivore control measures and invest in long-term monitoring programmes to support adaptive strategies that sustain kelp forest ecosystems and the valuable services they provide to coastal communities. Las perturbaciones f & iacute;sicas, especialmente aquellas que reducen o eliminan especies fundacionales, tienen efectos complejos sobre el funcionamiento de los ecosistemas. Evaluar la resiliencia para predecir estos impactos requiere investigaciones de largo plazo a escalas espaciales y temporales amplias. Este estudio eval & uacute;a la recuperaci & oacute;n del alga submareal Lessonia trabeculata tras una cosecha simulada, en & aacute;reas bajo diferentes reg & iacute;menes de manejo pesquero (& Aacute;reas de Manejo y Explotaci & oacute;n de Recursos Bent & oacute;nicos - AMERB o TURF, por sus siglas en ingl & eacute;s - versus & aacute;reas de libre acceso) a lo largo de la costa centro-norte de Chile. Las & aacute;reas bajo r & eacute;gimen AMERB mostraron una recuperaci & oacute;n significativamente m & aacute;s r & aacute;pida en densidades de algas pardas adultas tras la extracci & oacute;n, mientras que las & aacute;reas de libre acceso presentaron densidades consistentemente m & aacute;s bajas y una recuperaci & oacute;n m & aacute;s lenta. Sin embargo, la generalidad de este patr & oacute;n vari & oacute; entre regiones. En los sitios AMERB, se registraron mayores tama & ntilde;os de algas pardas como el di & aacute;metro del disco basal, lo que indica una mayor recuperaci & oacute;n. En cambio, en las & aacute;reas de libre acceso se observ & oacute; una recuperaci & oacute;n retardada en el tama & ntilde;o de las algas. Las densidades de herb & iacute;voros fueron mayores en los sitios de libre acceso que en los AMERB, lo que posiblemente contribuy & oacute; a las diferencias observadas en densidad, tama & ntilde;o y recuperaci & oacute;n del alga. Estos patrones destacan la interacci & oacute;n entre la herbivor & iacute;a y la eficacia del manejo. S & iacute;ntesis y aplicaciones. Nuestros resultados destacan el rol cr & iacute;tico del manejo local en la recuperaci & oacute;n de bosques de algas tras la extracci & oacute;n. La recuperaci & oacute;n m & aacute;s r & aacute;pida observada en la mayor & iacute;a de los sitios AMERB demuestra c & oacute;mo un manejo espacialmente expl & iacute;cito puede amortiguar los impactos ecol & oacute;gicos asociados a la densidad de herb & iacute;voros y promover la recuperaci & oacute;n de estos bosques. Se recomienda priorizar la implementaci & oacute;n y fiscalizaci & oacute;n efectiva de planes de manejo en las & aacute;reas de manejo, incorporar medidas de control de herb & iacute;voros e invertir en programas de monitoreo de largo plazo que respalden estrategias adaptativas orientadas a la conservaci & oacute;n de los bosques de algas pardas y los servicios ecosist & eacute;micos que proveen a las comunidades costeras.",NO,YES,NO,NO
1602,Optogenetic Control of Cardiac Function,2010,SCIENCE,,"The cardiac pacemaker controls the rhythmicity of heart contractions and can be substituted by a battery-operated device as a last resort. We created a genetically encoded, optically controlled pacemaker by expressing halorhodopsin and channelrhodopsin in zebrafish cardiomyocytes. Using patterned illumination in a selective plane illumination microscope, we located the pacemaker and simulated tachycardia, bradycardia, atrioventricular blocks, and cardiac arrest. The pacemaker converges to the sinoatrial region during development and comprises fewer than a dozen cells by the time the heart loops. Perturbation of the activity of these cells was entirely reversible, demonstrating the resilience of the endogenous pacemaker. Our studies combine optogenetics and light-sheet microscopy to reveal the emergence of organ function during development.",NO,NO,NO,NO
1603,Functional responses of understory plants to natural disturbance-based management in eastern and western Canada,2024,ECOLOGICAL APPLICATIONS,boreal forest; forest management; intraspecific trait variability; mixedwood forest; understory vegetation,"Natural disturbance-based management (NDBM) is hypothesized to maintain managed forest ecosystem integrity by reducing differences between natural and managed forests. The effectiveness of this approach often entails local comparisons of species composition or diversity for a variety of biota from managed and unmanaged forests. Understory vegetation is regularly the focus of such comparison because of its importance in nutrient cycling, forest regeneration, and for wildlife. However, larger scale comparisons between regions with distinct species assemblages may require a trait-based approach to better understand understory responses to disturbance. We compared the long-term effects of retention harvesting on understory vegetation in two large experimental study sites located in eastern and western regions of the Canadian boreal forest. These sites included the Sylviculture en Am & eacute;nagement Forestier Ecosyst & eacute;mique (SAFE) experiment and the Ecosystem Management Emulating Natural Disturbance (EMEND) experiment, located in the eastern and western regions of Canada, respectively. EMEND and SAFE share common boreal understory species but have distinct tree communities, soils, and climate. Both experiments were designed to evaluate how increasing tree retention after harvest affects biodiversity. Here, we examined taxonomic richness, functional diversity, and functional composition (using community trait mean values) of understory plant communities, and also examine intraspecific trait variability (ITV) for five species common and abundant in both experiments. We observed the limited impacts of retention level on richness, functional diversity, and functional composition of understory plants 20 years postharvest. However, ITV of leaf morphological traits varied between retention levels within each experiment, depending on the species identity. Common species had different functional responses to retention level, showing species-specific reactions to environmental variation. Our result suggests that understory plant communities in the boreal forest achieve resilience to disturbance both in terms of interspecific and intraspecific functional trait diversity. Such diversity may be key to maintaining understory biodiversity in the face of future disturbances and environmental change. Our results reveal the significance of ITV in plant communities for understanding responses to forest harvesting and the importance of choosing appropriate traits when studying species responses to the environment.",NO,YES,NO,NO
1604,Managed livestock grazing is compatible with the maintenance of plant diversity in semidesert grasslands,2014,ECOLOGICAL APPLICATIONS,exclosures; grassland conservation; grazing disturbance; Mitchell grassland; resilience; semidesert grassland; species diversity,"Even when no baseline data are available, the impacts of 150 years of livestock grazing on natural grasslands can be assessed using a combined approach of grazing manipulation and regional-scale assessment of the flora. Here, we demonstrate the efficacy of this method across 18 sites in the semidesert Mitchell grasslands of northeastern Australia. Fifteen-year-old exclosures (ungrazed and macropod grazed) revealed that the dominant perennial grasses in the genus Astrebla do not respond negatively to grazing disturbance typical of commercial pastoralism. Neutral, positive, intermediate, and negative responses to grazing disturbance were recorded amongst plant species with no single life-form group associated with any response type. Only one exotic species, Cenchrus ciliaris, was recorded at low frequency. The strongest negative response was from a native annual grass, Chionachne hubbardiana, an example of a species that is highly sensitive to grazing disturbance. Herbarium records revealed only scant evidence that species with a negative response to grazing have declined through the period of commercial pastoralism. A regional analysis identified 14 from a total of 433 plant species in the regional flora that may be rare and potentially threatened by grazing disturbance. However, a targeted survey precluded grazing as a cause of decline for seven of these based on low palatability and positive responses to grazing and other disturbance. Our findings suggest that livestock grazing of semidesert grasslands with a short evolutionary history of ungulate grazing has altered plant composition, but has not caused declines in the dominant perennial grasses or in species richness as predicted by the preceding literature. The biggest impact of commercial pastoralism is the spread of woody leguminous trees that can transform grassland to thorny shrubland. The conservation of plant biodiversity is largely compatible with commercial pastoralism provided these woody weeds are controlled, but reserves strategically positioned within water remote areas are necessary to protect grazing-sensitive species. This study demonstrates that a combination of experimental studies and regional surveys can be used to understand anthropogenic impacts on natural ecosystems where reference habitat is not available.",NO,YES,NO,NO
1605,Aquatic Ecosystem Stability Depends on Microbial Biogeography,2025,GLOBAL ECOLOGY AND BIOGEOGRAPHY,aquatic ecosystem stability; carbon stable isotope; function; microbial biogeography; taxon; variability,"Aim: Aquatic ecosystem stability is mediated by microbial interactions across multiple processes, but its spatial comparability and distribution patterns are poorly understood. A large-scale field survey spanning diverse aquatic ecosystems was conducted to characterise spatiotemporal ecosystem functional stability (EFS) at genetic, population and ecosystem levels. The study aimed to (1) elucidate geographical patterns of aquatic ecosystem stability and their driving factors and (2) explore the characteristics of ecosystem stability across biological organisation levels. Location: China. Time Period: July to August in 2019 and 2021; bimonthly from September 2021 to July 2022. Major Taxa Studied: Archaea, bacteria, phytoplankton. Methods: A framework was developed within the biodiversity-ecosystem function paradigm to parameterize functional variability, taxonomic variability and EFS in aquatic ecosystems. The carbon biogeochemical cycle served as a key indicator of ecological functions. At the gene level, targeted variables included carbon-cycling functional genes and bacterial and archaeal community composition; at the population level, photosynthetic efficiency and phytoplankton community structure were analysed; and at the ecosystem level, delta C-13 signatures and microbial community composition (including phytoplankton, bacteria and archaea) were assessed. These hierarchical variables enabled the characterisation of EFS as well as functional and taxonomic variability from genes to ecosystems. Results: The EFS exhibited a clear geographical pattern, which was regulated by a trade-off between the functional and taxonomic variability of planktonic microbial consortia. Notably, EFS displayed allometric scaling from gene to ecosystem levels, with this hierarchy-specific evolution potentially endowing EFS with multiple perspectives. Furthermore, within the EFS hierarchy, wetlands exhibited the lowest scaling-up magnitude compared to other aquatic ecosystems (i.e., rivers, lakes and reservoirs). These quantitative attributes of ecosystem stability imply a current state-dependent regulatory mechanism for managing ecological resilience in the Earth System. Main Conclusion: Aquatic ecosystem stability is hierarchically dependent on microbial biogeography across biological organisation levels.",NO,YES,NO,NO
1606,Integral feedback control is at the core of task allocation and resilience of insect societies,2018,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,common stomach; swarm intelligence; collective behavior; homeostasis; self-regulation,"Homeostatic self-regulation is a fundamental aspect of open dissipative systems. Integral feedback has been found to be important for homeostatic control on both the cellular and molecular levels of biological organization and in engineered systems. Analyzing the task allocation mechanisms of three insect societies, we identified a model of integral control residing at colony level. We characterized a general functional core mechanism, called the common stomach, where a crucial shared substance for colony function self-regulates its own quantity via reallocating the colony's workforce, which collects and uses this substance. The central component in a redundant feedback network is the saturation level of this substance in the colony. An interaction network of positive and negative feedback loops ensures the homeostatic state of this substance and the workforce involved in processing this substance. Extensive sensitivity and stability analyses of the core model revealed that the system is very resilient against perturbations and compensates for specific types of stress that real colonies face in their ecosystems. The core regulation system is highly scalable, and due to its buffer function, it can filter noise and find a new equilibrium quickly after environmental (supply) or colony-state (demand) changes. The common stomach regulation system is an example of convergent evolution among the three different societies, and we predict that similar integral control regulation mechanisms have evolved frequently within natural complex systems.",NO,YES,NO,NO
1608,Individual asynchrony promotes population-level tree growth stability,2025,JOURNAL OF ECOLOGY,climate zones; ecological stability; forest resilience; global distribution of forest stability; individual asynchrony; International Tree-Ring Data Bank; population size; tree growth stability; within-population variability,"Community-level stability is widely considered to increase with species richness and asynchrony. However, it is not well understood to what extent population-level stability may be regulated by population size and within-population asynchrony among individuals. Using a large set of global tree-ring data, we quantified the effects of population size and within-population tree growth asynchrony on the temporal stability of population-level tree growth rate. We also examined the relationship between the global distributions of within-population tree growth asynchrony and population-level tree growth stability. The results showed that population-level tree growth stability asymptotically increased with population size and quickly levelled off at an average population size of 26. After population size was controlled, population-level tree growth stability increased with within-population tree growth asynchrony (R2 = 0.54). Globally, population-level tree growth stability was 52% higher than individual-level tree growth stability on average. This percentage varied considerably across climate zones and was highest in the Tropical zone (84%) due to its highest within-population asynchrony, while lowest in the Dry zone (34%) due to its lowest asynchrony. Synthesis. Our results indicate that individual asynchrony plays a primary role in stabilizing population-level tree growth rate, followed by population size. This finding highlights the importance of individual-level differences in alleviating environmental stresses on forest growth.",NO,NO,NO,NO
